rating,votes,isbn,author,series,page_count,publisher,reviews,setting,awards,year,genre,title
4.06,"17,210",0679774025,Rick Bragg,,,Vintage,"1,137",,,December 12th 1991,Autobiography,All Over But the Shoutin'
4.36,"49,380",0451235843,J.R. Ward,Black Dagger Brotherhood,,NAL,"3,928","Caldwell, New York",Romantic Times Reviewers' Choice Award (RT Award) Nominee for Vampire Romance (2012),January 1st 2012,Romance,Lover Reborn
3.95,"30,894",0062071041,Dan Wells,,468,Balzer + Bray,"3,390",,,,Young Adult,Partials
4.31,"25,976",0312369506,Sherrilyn Kenyon,,320,St. Martin's Press,812,,,,Romance,Devil May Cry
4.31,"19,233",0743474163,Judith McNaught,,,Pocket Books,760,,,1991,Romance,Paradise
4.09,"33,757",044640103X,Larissa Ione,Demonica,,Forever,"1,895",New York,,January 1st 2008,Romance,Pleasure Unbound
4.16,"10,964",141697895X,Jessica Verday,,,Simon Pulse,576,,,,Young Adult,The Haunted
4.18,"5,723",0679725229,Vladimir Nabokov,,,Vintage,420,,,1969,Fiction,Ada or Ardor: A Family Chronicle
4.65,31,,Anastacia Moore,,,Amazon,12,,,,,B00COVWCJK
3.98,143,,Julian Pencilliah,,,Jetstream Publishing Inc,34,,,,Self Help,9780985405700
4.37,27,,Donnie Smith,,,,15,,,October 15th 2013,Horror,B00GNLEQZK
4.28,53,,Maddy Lederman,,,eLectio Publishing,23,,,,Fiction,"0615884733
(ISBN13: 9780615884738)"
4.30,263,,Nikolas Schreck,,991,World Operations,70,,,March 1988,Psychology,9783844210941
3.95,"22,537",0140449086,Herodotus,,716,Penguin Group Ltd,623,,,-440,History,Ἰστορίαι
4.01,"23,942",0060932147,Milan Kundera,,,HarperPerennial Modern Classics,933,,,1978,Fiction,Kniha smíchu a zapomnění
4.11,"51,702",0545132053,Raina Telgemeier,Smile,224,GRAPHIX,"3,423",,"Dorothy Canfield Fisher Children's Book Award Nominee (2012), Iowa Children's Choice Award (2012), Boston Globe-Horn Book Award Nominee for Nonfiction (2010), Will Eisner Comic Industry Awards for Best Publication for Teens (2011), Goodreads Choice Nominee (2010)",July 12th 2009,Sequential Art,Smile
3.93,"40,222",8183860699,Amish Tripathi,Shiva Trilogy,,Westland,"2,796",Meluha,,January 1st 2010,Fiction,The Immortals of Meluha
4.33,"39,597",0060788380,Kim Harrison,,456,Harper Voyager,975,"Cincinnati, Ohio",,January 1st 2007,Fantasy,For a Few Demons More
4.46,89,,Lauren Klever,,,BookBaby,40,,,September 11th 2012,Fantasy,9781623099596
4.15,"2,807",0226743403,Paul Scott,,,University Of Chicago Press,190,,,1966,Historical Fiction,"The Jewel in the Crown (The Raj Quartet, #1)"
4.00,"29,900",1400065453,David Mitchell,,,Random House,"4,213",,,January 1st 2010,Fiction,The Thousand Autumns of Jacob de Zoet
4.43,"15,467",1937053415,Jennifer L. Armentrout,,,Spencer Hill Press,"1,144",,,November 22nd 2012,Young Adult,Elixir
4.30,"13,524",0345376595,Carl Sagan,,,Ballantine Books,398,,,1994,Science,A Pale Blue Dot
3.96,"17,633",0689846231,Marjorie Kinnan Rawlings,,,Aladdin,649,,,January 1st 1930,Classics,The Yearling
4.00,"28,537",0575058080,Terry Pratchett,,,Gollancz,562,,,,Fantasy,Maskerade
4.34,"19,487",0060525630,Erin Hunter,,,Avon Books,583,,,January 6th 2004,Fantasy,Rising Storm
3.69,"58,810",0345494997,Nancy Horan,,,Ballantine Books,"7,853",James Fenimore Cooper Prize (2009),,January 1st 2007,Book Club,Loving Frank
3.78,"13,860",0375727019,Michel Houellebecq,,,Vintage,885,,,January 1st 1986,Cultural,Les particules élémentaires
4.11,"59,169",0440401585,Madeleine L'Engle,,,Laurel-Leaf Books,"1,063",National Book Award for Children's Books (1980),,January 1st 1978,Fantasy,A Swiftly Tilting Planet
4.25,"15,076",0691017840,Joseph Campbell,,416,Princeton University Press,857,,,1949,Non Fiction,The Hero with a Thousand Faces
4.26,47,,Christine M. Knight,,,Highlight Publishing,39,,,,,"0987434853
(ISBN13: 9780987434852)"
4.42,"1,647",0140093141,Robert Graves,Claudius,,Penguin Books,67,,,1934,Historical Fiction,"I Claudius/Claudius, the God, and his wife Messalina"
4.34,29,,Angelo Tsanatelis,,,Saphire Realms,3,,,April 26th 2011,Fantasy,2940011282782
4.00,"20,485",0805211063,Franz Kafka,,316,Schocken,699,,,1926,Fiction,Das Schloß
4.13,"15,372",0553819879,Richelle Mead,,,Bantam,682,,,July 13th 2008,Fantasy,"Thorn Queen (Dark Swan, #2)"
3.96,"20,914",0141185910,James Baldwin,,,Penguin,732,,,1953,Classics,Go Tell It on the Mountain
4.43,"13,240",,Colleen Houck,,464,Splinter,"1,722",,,July 1st 2012,Fantasy,"1402798431
(ISBN13: 9781402798436)"
4.14,"16,231",0802150594,Mikhail Bulgakov,,,Grove Press,586,,,1925,Fiction,Собачье сердце
4.27,"27,289",006056251X,Lisa Kleypas,,,Avon,"1,581",England,,,Romance,Devil in Winter
4.22,"8,323",0061119067,Lemony Snicket,,,HarperCollins,756,,,,Young Adult,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)"
4.28,"20,643",074974801X,Enid Blyton,,,Egmont,374,,,1943,Childrens,The Magic Faraway Tree
3.82,"79,302",1937044963,Jennifer Probst,,,Entangled Publishing (Indulgence),"3,288",,,2012,Romance,The Marriage Bargain
3.80,"22,380",014023313X,Carol Shields,,,Penguin Books,"1,148",,,1993,Fiction,The Stone Diaries
3.52,"37,083",1573225126,Elizabeth Wurtzel,,,Riverhead Trade,"1,276",,,1994,Non Fiction,Prozac Nation
3.72,"15,165",1599901196,Gemma Malley,,,Bloomsbury USA Childrens,"1,327",,,,Science Fiction,The Declaration
3.98,"49,511",0064410153,Lemony Snicket,,,HarperCollinsPublishers,895,,,2005,Young Adult,The Penultimate Peril
4.33,"23,536",,Wendy Higgins,,,HarperTeen,"1,978",,,,Fantasy,"0062265946
(ISBN13: 9780062265944)"
4.11,"68,955",1476727651,Stephen King,,,Scribner,"10,521",Bram Stoker Award for Superior Achievement in a Novel (2014),,,Horror,Doctor Sleep
4.34,"33,086",0061138010,Kim Harrison,,504,Eos,914,"Cincinnati, Ohio",Goodreads Choice Nominee for Fantasy (2009),,Fantasy,"White Witch, Black Curse"
3.70,"51,300",0553214322,H.G. Wells,,,Bantam Classics,"1,736",,,1896,Classics,The Island of Dr. Moreau
4.40,"10,077",0440406943,Ingri d'Aulaire,,,Delacorte Books for Young Readers,627,,,1962,Fantasy,D'Aulaires' Book of Greek Myths
4.07,"168,465",,David Sedaris,,,Back Bay Books,"4,399",,,1997,Humor,"0316777730
(ISBN13: 9780316777735)"
4.08,"37,302",0553296124,Timothy Zahn,,,Bantam Spectra,"1,280",,,January 1st 1991,Media Tie In,Star Wars: Specter of the Past
3.86,"33,628",0552152943,Terry Pratchett,,,Corgi,623,,,1990,Fantasy,Moving Pictures
4.17,"14,317",0395957753,Lloyd C. Douglas,,,Mariner Books,762,,,1942,Historical Fiction,The Robe
4.21,"15,302",068987779X,Robert Muchamore,,,Simon Pulse,"1,120",Sakura Medal for Middle School Book (2007),,April 1st 1993,Young Adult,"The Recruit (Cherub, #1)"
4.37,"25,666",1741663024,John Flanagan,,,Random House Australia,700,,,2009,Fantasy,Halt's Peril
3.91,"14,498",0374530637,Flannery O'Connor,,,"Farrar, Straus and Giroux","1,177",,,1952,Fiction,Wise Blood
3.98,"7,777",0440415802,Wilson Rawls,,,Yearling,643,,,January 1st 1976,Fiction,Summer of the Monkeys
3.66,"36,137",0060093366,Ellen Schreiber,,,HarperTeen,"1,765",,,August 1st 2003,Paranormal,Vampire Kisses
3.80,"7,812",0679735720,Martin Amis,,,Vintage,615,,,January 1st 1991,Fiction,Time’s Arrow
4.05,"55,246",,Raine Miller,The Blackstone Affair,208,Raine Miller Romance,"2,626","London, England",,May 1st 2010,Romance,Naked
4.13,"25,671",0152052216,Edith Pattou,,,HMH Books for Young Readers,"1,623",,,September 1st 2003,Fantasy,East
4.16,"7,283",0099575515,Aleksandr Solzhenitsyn,,,Vintage Classics,349,,,1967,Fiction,Раковый корпус
3.99,"12,766",0393310329,E.M. Forster,,,W. W. Norton & Company,542,,,1971,Classics,Maurice
3.80,"21,116",,Arturo Pérez-Reverte,,,Mariner Books,"1,191",,,September 30th 1992,Mystery,El club Dumas
3.78,"16,618",0375700528,Marguerite Duras,,,Pantheon,"1,013",,,1984,Fiction,L'amant
4.05,"37,138",0142422959,Gayle Forman,,,Speak,"4,913",Goodreads Choice Nominee for Best Young Adult Fiction (2013),,8th 2013,Young Adult,Just One Day
4.17,"11,153",0571207766,Mario Vargas Llosa,,,Faber and Faber,872,,,2000,Fiction,La Fiesta del Chivo
3.82,"24,113",140130866X,Cecelia Ahern,,,Hachette Books,"1,487",,,November 21st 2005,Womens Fiction,If You Could See Me Now
3.99,"20,180",0061129739,Erich Fromm,,,Harper Perennial Modern Classics,708,,,1956,Psychology,The Art of Loving
4.61,"86,133",0836220889,Bill Watterson,,,Andrews McMeel Publishing,485,,,,Sequential Art,Calvin and Hobbes
4.13,"21,187",0670063118,Alison Goodman,,,VIKING by Penguin Group,"1,751",YALSA Teens' Top Ten Nominee (2012),,January 1st 2011,Fantasy,Eona: The Last Dragoneye
4.13,"9,331",0192732137,Joss Stirling,,,Oxford University Press,906,Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2013),,,Young Adult,Finding Sky
4.18,"22,891",0451233328,Chloe Neill,,,NAL Trade,"1,885",Goodreads Choice Nominee for Best Paranormal Fantasy (2011),,April 12th 2011,Fantasy,Hard Bitten
4.32,264,,S.S. Roswell,,,,11,,,,Thriller,B00S1XGKQ6
3.95,"34,202",0060590319,Christopher Moore,,,William Morrow & Company,"2,660",Goodreads Choice Nominee for Fiction (2009),,January 1st 2009,Humor,Fool
3.77,"72,978",0374214913,Robin Sloan,Mr. Penumbra's 24-Hour Bookstore,,"Farrar, Straus and Giroux","13,554","San Francisco, California","ALA Alex Award (2013), The Kitschies Nominee for Golden Tentacle (Debut) (2013)",2012,Mystery,Mr. Penumbra's 24-Hour Bookstore
4.22,"19,772",0778313077,Maria V. Snyder,Healer,,Mira,"2,142",,,December 11th 2011,Young Adult,Touch of Power
3.91,"50,123",190444248X,Cornelia Funke,,,Chicken House,"1,671",,,February 1st 1997,Fantasy,Drachenreiter
4.20,"12,909",,Darren Shan,,,"Little, Brown Young Readers",969,,,January 1st 2005,Horror,"Lord Loss (The Demonata, #1)"
4.48,"44,487",0765325950,Robert Jordan,The Wheel of Time,909,Tor Books,"3,977",,Goodreads Choice Nominee for Fantasy (2013),2013,Fantasy,A Memory of Light
3.73,"39,648",0062515675,Robin S. Sharma,,,HarperOne,"2,031",,,1996,Self Help,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny
4.04,"32,543",0345481283,Naomi Novik,,,Del Rey,"2,842",Hugo Award Nominee for Best Novel (2007),,January 1st 2006,Fantasy,His Majesty's Dragon
3.99,"15,887",0802136680,Tobias Wolff,,,Grove Press,841,,,1982,Autobiography,This Boy's Life: A Memoir
3.95,"7,529",0312649916,Rebecca Maizel,,,St. Martin's Griffin,"1,087",,,,Paranormal,Infinite Days
3.96,"3,209",0060931930,O.E. Rølvaag,,,Harper Perennial Modern Classics,333,,,1925,Fiction,Verdens Grøde
3.79,"57,800",0743246071,Philippa Gregory,,,Touchstone,"2,501",,,February 4th 2003,Historical Fiction,The Queen's Fool
4.01,"3,583",0385418957,T.E. Lawrence,,,Anchor,359,,,1922,History,Seven Pillars of Wisdom: A Triumph
4.45,"25,244",,Kristen Ashley,,,Forever,"1,729","Carnal, Colorado",,,Romance,Sweet Dreams
3.95,"12,894",0140447601,Alexis de Tocqueville,,,Penguin Classics,440,,,1835,Philosophy,De la démocratie en Amérique
4.53,"25,110",,Anthony Ryan,,,Anthony Ryan,"1,751",,,2011,Fantasy,"Blood Song (Raven's Shadow, #1)"
3.95,"114,665",0743275012,Jodi Picoult,,,Atria Books,"5,458",,,2000,Fiction,Plain Truth
4.09,"20,935",1595142525,Lili St. Crow,,,Razorbill,737,,,October 29th 2009,Young Adult,Betrayals
3.55,"19,735",0571215165,D.B.C. Pierre,,,Faber and Faber,935,,,2003,Fiction,Vernon God Little
3.73,"27,087",0545284104,Meg Cabot,,,Point,"3,190",YALSA Teens' Top Ten Nominee (2012),,,Young Adult,Abandon
4.20,"16,204",0758232004,Richelle Mead,,,Kensington,814,United States,Goodreads Choice Nominee for Paranormal Fantasy (2010),,Fantasy,Succubus Shadows
4.20,"17,677",0099366711,James Ellroy,,,Arrow,443,,,March 1st 1990,Fiction,L.A. Confidential
4.11,"19,157",1585673692,Charles Portis,,,Overlook TP,"2,841",,,1968,Fiction,True Grit
3.64,"51,667",0061345660,Anna Godbersen,Luxe,433,HarperCollins,"3,720",United States,Abraham Lincoln Award Nominee (2010),January 1st 2007,Young Adult,The Luxe
4.08,"41,899",1402244428,Olivia Cunning,,,Sourcebooks Casablanca,"2,746",Reader's Crown Award for Best First Book (2011),,2010,Romance,"Backstage Pass (Sinners on Tour, #1)"
3.87,"58,534",0689848919,Laurie Halse Anderson,,,Aladdin,"3,530",,,,Historical Fiction,Fever 1793
4.28,"27,026",0842314296,Hannah Hurnard,,,Living Books,728,,,1955,Christian,Hinds' Feet on High Places
4.40,"1,794",7119005901,Luo Guanzhong,,,Foreign Languages Press,155,,,1400,Classics,三國演義
4.33,"1,089",0671005170,John D. Simons,,,Monarch Press,31,,,,Classics,Fyodor Dostoyevsky's Crime and Punishment (Monarch Notes)
4.71,"2,119",0679777482,Dorothy Dunnett,,,Vintage,133,,,1975,Historical Fiction,"Checkmate (The Lymond Chronicles, #6)"
3.98,"28,141",0517405091,Gabriel Garcí­a Márquez,,,Penguin Group (USA),"1,075",,,1994,Fiction,Del amor y otros demonios
4.23,"6,380",1400031001,William Boyd,,,Vintage,709,,,April 25th 2002,Fiction,Any Human Heart
3.69,"14,567",,Lauren Willig,,,New American Library,"1,661",,,October 10th 2004,Romance,"045121742X
(ISBN13: 9780451217424)"
4.40,"22,112",1595143211,Richelle Mead,,,Razorbill,"3,055",,,,Paranormal,Silver Shadows
3.96,"91,861",0646418432,Agatha Christie,,,Deodand,"2,157",,,1920,Mystery,The Mysterious Affair at Styles
3.75,"22,751",0743451503,F. Scott Fitzgerald,,,Simon & Schuster,"1,477",,,1922,Classics,The Beautiful and Damned
3.71,"30,016",014200202X,Ian Fleming,,,Penguin Books,"2,044",,,January 1st 1953,Fiction,Casino Royale
4.43,"13,904",0679722319,Raymond Carver,,526,Vintage Contemporaries,700,,,1988,Short Stories,Where I'm Calling From: The Selected Stories
4.10,"20,726",1461072514,Amy A. Bartol,,,CreateSpace,"1,393",,,,Paranormal,Inescapable
4.19,"23,636",0380782332,Susan Elizabeth Phillips,,,Avon,"1,299",,,January 1st 1996,Romance,Kiss an angel
4.19,"32,297",0061161640,Terry Pratchett,,,HarperTorch,"1,161",Nebula Award Nominee for Best Novel (2009),,January 1st 2007,Fantasy,Making Money
3.99,"306,548",1561797464,Charles Dickens,,,Bethany House Publishers,"7,941",,,December 19th 1843,Fiction,A Christmas Carol
3.77,"33,146",0486282082,Christopher Marlowe,,,Dover Publications,727,,,1604,Classics,The Tragical History of Doctor Faustus
4.08,"55,054",0812577566,Robert Jordan,,,Tom Doherty Associates TOR Fantasy,997,,,2005,Fantasy,Knife of Dreams
4.64,"72,126",0836218051,Bill Watterson,,,Andrews McMeel Publishing,379,,,1988,Sequential Art,The Essential Calvin and Hobbes
3.58,"13,159",0684859238,Ernest Hemingway,,,Scribner Book Company (NY),726,,,1937,Fiction,To Have and Have Not
4.04,"609,346",0141439661,Jane Austen,,409,Penguin Books,"8,250",,,1811,Classics,Sense and Sensibility
4.89,45,,Karl Wiggins,,,Karl Wiggins,4,,,,,English
4.17,"38,355",0060885424,Laura Ingalls Wilder,,,HarperTrophy,898,Newbery Honor (1941),,1940,Classics,"The Long Winter (Little House, #6)"
3.87,"14,766",0679728740,Cormac McCarthy,,,Vintage,"1,374",,,January 1st 1973,Fiction,Child of God
4.27,"53,415",,Abbi Glines,,292,Abbi Glines,"3,826",,,,New Adult,"Forever Too Far (Too Far, #3)"
4.14,"26,641",1423104870,Cinda Williams Chima,,,Disney-Hyperion,"1,035",,,,Fantasy,The Wizard Heir
3.95,"54,007",0064410145,Lemony Snicket,,,HarperCollins Publishers,848,,,2004,Fiction,The Grim Grotto
4.28,"55,031",0689878575,Tamora Pierce,,,Simon Pulse,808,,,1988,Fantasy,Lioness Rampant
4.10,"11,883",9770915343,Naguib Mahfouz,,,دار الشروق,"1,294",,,1959,Novels,أولاد حارتنا
4.09,"50,923",0385733585,Michael Scott,,,Delacorte Press,"2,063",,,January 1st 2008,Fantasy,The Magician - The Secrets of The Immortal Nicholas Flamel
3.75,"1,529",1937085767,Mary Ting,Crossroads Saga,,World Castle,281,,,April 6th 2011,Paranormal,"Crossroads (Crossroads Saga, #1)"
3.42,"15,399",9770919403,علاء الأسواني,,,دار الشروق,"1,427",,,2007,Novels,شيكاجو
4.04,"23,465",048641423X,Oscar Wilde,,,Dover Publications,476,,,1895,Classics,An Ideal Husband
4.24,"20,569",0751531189,Nelson DeMille,,,Time Warner,863,,,1988,Fiction,The Charm School
3.59,"36,878",0060527994,Paulo Coelho,,,Harper,"1,735",,,2000,Fiction,O Demônio e a Senhorita Prym
4.38,"18,902",0060525657,Erin Hunter,,,Avon Books,524,,,January 1st 2004,Fantasy,A Dangerous Path
4.18,"16,941",0785729194,Anne McCaffrey,,,Turtleback Books,321,,,,Fantasy,The Dragonriders of Pern
4.17,"18,372",1595142908,Lili St. Crow,,,Razorbill,653,,,July 28th 2010,Paranormal,Jealousy
4.42,"160,364",0375869026,R.J. Palacio,,320,Knopf,"24,086",West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2013),,January 14th 2012,Young Adult,Wonder
4.16,"13,182",0330353829,Margaret George,,,MacMillan General Books,883,,,1997,Historical Fiction,The Memoirs of Cleopatra
3.71,"15,431",0006174434,Sidney Sheldon,,,HarperCollins Publishers,294,,,1988,Fiction,The Sands of Time
4.02,"13,584",0330519476,Jana Oliver,The Demon Trappers,422,Macmillan Children's Books,"1,284","Atlanta, Georgia",,December 13th 2010,Young Adult,The Demon Trapper's Daughter
4.26,"41,143",,Stephenie Meyer,,,"Little, Brown Books for Young Readers",255,,,2005,Fantasy,"031613290X
(ISBN13: 9780316132909)"
3.86,"42,690",,أحمد مراد,,385,دار الشروق,"4,999",,,2012,Novels,الفيل الأزرق
3.86,"42,789",,أحمد مراد,,385,دار الشروق,"5,002",,,2012,Novels,الفيل الأزرق
4.27,"14,618",0062012037,Josephine Angelini,,,HarperTeen,"1,426",,,March 1st 2013,Fantasy,Goddess
4.28,"37,507",0451239350,J.R. Ward,Black Dagger Brotherhood,,NAL Hardcover,"5,028","Caldwell, New York",Goodreads Choice for Romance (2013),January 1st 2013,Fantasy,Lover at Last
3.65,"21,475",1567921892,Susan Hill,,,David R. Godine Publisher,"3,003",,,1983,Horror,The Woman in Black
3.22,"67,666",0224085611,Audrey Niffenegger,,,Jonathan Cape Ltd,"10,657",,,,Fiction,Her Fearful Symmetry
4.19,"42,578",0689878583,Tamora Pierce,,,Simon Pulse,732,,,1986,Fantasy,The Woman Who Rides Like a Man
4.07,"7,793",8466309152,Mario Vargas Llosa,,,Punto de Lectura,270,,,1962,European Literature,La ciudad y los perros
3.99,"56,318",0670012947,Sarah Dessen,,,Viking Juvenile,"3,368",,,May 10th 2010,Young Adult,What Happened to Goodbye
4.18,"16,755",,A'id al-Qarni - عائض القرني,,584,مكتبة العبيكان,"1,232",,,,Religion,لا تحزن
3.85,"30,021",0425198685,William Gibson,Blue Ant,,Berkley Publishing,"1,529",,"Locus Award Nominee for Best Science Fiction Novel (2004), Arthur C. Clarke Award Nominee (2004), British Science Fiction Association Award Nominee for Best Novel (2004)",February 3rd 2003,Science Fiction,Pattern Recognition
3.89,"7,995",0156005204,José Saramago,,,Mariner Books,392,,,1982,Fiction,Memorial do Convento
3.94,"29,310",1423128192,Eoin Colfer,,,Hyperion Books,"1,421",Cancún,,2010,Fiction,The Atlantis Complex
4.22,"101,517",1401207529,Frank Miller,,,DC Comics,"1,281",Gotham City,,1987,Sequential Art,Batman: Year One
3.85,"37,054",1439152780,Kate Morton,,,Atria,"4,855",,,November 1st 2003,Fiction,The Distant Hours
4.28,"22,384",1442423684,Neal Shusterman,,,Simon & Schuster Books for Young Readers,"2,761",,,,Young Adult,Unwholly
3.85,"40,277",0812551494,Terry Goodkind,,,Tor Books,551,,,January 1st 1999,Fantasy,"Soul of the Fire (Sword of Truth, #5)"
3.87,"84,986",0064407683,Lemony Snicket,,,HarperCollins Publishers,"1,920",,,2000,Fiction,The Wide Window
4.23,"32,850",015694877X,T.S. Eliot,,,Harcourt Brace Jovanovich,419,,,1922,Poetry,The Waste Land and Other Poems
3.92,"27,407",077832740X,Heather Gudenkauf,,,Mira,"3,014",,,August 1st 2008,Fiction,The Weight of Silence
4.27,"18,254",0979528534,Karl Marlantes,,,El Leon Literary Arts,"2,233",,,January 1st 2006,Fiction,Matterhorn: A Novel of the Vietnam War
4.22,"18,986",0805079831,Naomi Klein,,,Metropolitan Books,"1,639",,,September 18th 2006,Non Fiction,The Shock Doctrine: The Rise of Disaster Capitalism
4.01,"24,766",0312351623,Lisa Kleypas,Travis Family,,St. Martin's Press,"1,239","Houston, Texas",,January 1st 2007,Romance,Sugar Daddy
4.04,"10,429",044900483X,Mary Doria Russell,,438,Ballantine Books,991,,,1998,Science Fiction,Children of God
4.30,"2,217",,Anonymous,,2432,"Oxford University Press, USA",192,,,1973,Reference,"0195288807
(ISBN13: 9780195288803)"
3.74,"12,862",2264022442,Roddy Doyle,,,Editions 10/18,535,,,1993,Fiction,Paddy Clarke Ha Ha Ha
3.77,"31,435",0143104888,Edgar Rice Burroughs,,,Penguin Books,"2,367",,,February 7th 1912,Science Fiction,A Princess of Mars
3.88,"21,818",,Chanda Hahn,,,Chanda Hahn,"2,427",,,,Fantasy,UnEnchanted
4.56,"6,313",1590384113,Gerald N. Lund,,,Deseret Book Company,866,,,January 1st 1999,Historical Fiction,Fire of the Covenant: The Story of the Willie and Martin Handcart Companies
3.75,"19,194",,Dean Koontz,,,Bantam Books,446,,,January 1st 1997,Horror,"0553589490
(ISBN13: 9780553589498)"
3.92,"12,050",1400078377,Natsuo Kirino,,400,Vintage Books USA,"1,344",,,1997,Fiction,Out アウト
3.91,"34,210",0385333471,Kurt Vonnegut,,,Dial Press,"1,016",,,1965,Fiction,"God Bless You, Mr Rosewater or Pearls before Swine"
3.98,"34,269",0553807218,Sarah Addison Allen,,,Bantam,"4,593",,,January 1st 2010,Fiction,The Girl Who Chased the Moon
4.00,"35,999",145161747X,Alice Hoffman,,,Simon and Schuster,"5,538",,,2011,Fiction,The Dovekeepers
4.14,"6,818",9707311169,Mario Benedetti,,,Punto de Lectura,481,,,1960,Classics,La tregua
3.95,"17,288",0755309510,Victoria Hislop,,,Headline,"1,433",,,2005,Fiction,The Island
3.73,"7,711",0679761047,Yasunari Kawabata,,,Vintage,639,,,1935,Fiction,雪国 Yukiguni
3.58,"18,243",0345479726,John Irving,,820,Ballantine Books,"1,245",,,2005,Fiction,Until I Find You
4.14,"9,397",0316035920,Cate Tiernan,Immortal Beloved,,"Little, Brown Books for Young Readers","1,170",,,,Fantasy,Immortal Beloved
3.94,"17,453",1857983416,Philip K. Dick,,,Gollancz,756,,,1974,Science Fiction,"Flow My Tears, the Policeman Said"
4.13,"19,690",0670019631,Jasper Fforde,,,Penguin Group Viking Adult,"2,927",,,,Fantasy,Shades of Grey: The Road to High Saffron
4.30,"19,616",1416950095,Ellen Hopkins,,,Margaret K. McElderry Books,"1,130",Voya Perfect Ten (2010),,September 1st 2010,Young Adult,Fallout
4.32,"48,217",0192123092,Arthur Conan Doyle,,,"Oxford University Press, USA",868,,,1893,Mystery,The Memoirs of Sherlock Holmes
3.99,"7,060",0385521723,Steve Toltz,,,Spiegel & Grau,"1,052",,,January 1st 2008,Fiction,A Fraction of the Whole
4.23,"45,086",1841497975,Patricia Briggs,,,Orbit,"2,614",Oregon,,,Fantasy,River Marked
3.91,"52,247",1405206128,Lemony Snicket,,,HarperCollins Publishers,929,,,,Fiction,The Hostile Hospital
4.16,"5,713",0375703950,Alessandro Baricco,,,Vintage,357,,,1993,Fiction,Oceano mare
3.82,"20,351",0802142443,Banana Yoshimoto,,,Grove Press,"1,446",,,1988,Cultural,キッチン
4.05,"21,727",0385333765,James Clavell,,,Delta,467,,,1962,Historical Fiction,King Rat
3.84,"38,486",,أحلام مستغانمي,,331,Nawfal,"4,499",,,January 1st 2012,Novels,الأسود يليق بك
3.81,"20,277",0060958022,Joanne Harris,,,Harper Perennial,"1,694",,,2001,Fiction,Five Quarters of the Orange
4.26,"35,993",055255264X,Terry Pratchett,,,Corgi Childrens,925,Locus Award for Best Young Adult Novel (2005),,2004,Young Adult,A Hat Full of Sky
3.90,"8,927",0679733787,Kōbō Abe,,,Vintage,637,,,1962,Fiction,砂の女 (Suna no onna)
3.91,"54,894",,Abbi Glines,Sea Breeze,,Wild Child Publishing,"2,875",,,,Romance,Breathe
3.79,"13,201",0140443150,Guy de Maupassant,,,Penguin Classics,687,,,1885,Classics,Bel-Ami
4.34,"23,856",0446401056,Larissa Ione,,,Forever,942,Egypt,,January 1st 2009,Romance,Passion Unleashed
4.01,"38,794",0345490657,Laurell K. Hamilton,,,Ballantine Books,"1,279",,,September 30th 2000,Fantasy,A Kiss of Shadows
3.74,"49,089",0743236017,Chuck Klosterman,,253,Scribner,"2,944",,,July 20th 2003,Non Fiction,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto"
4.22,"12,909",0316156299,Darren Shan,,240,"Little, Brown and Company",595,,,2004,Fantasy,"Sons of Destiny (Cirque Du Freak, Book 12)"
4.14,"22,525",0575082453,Joe Abercrombie,,,Gollancz,"1,245",Styria,"British Fantasy Award Nominee for Best Novel (2010), The Kitschies Nominee for Red Tentacle (Novel) (2009), David Gemmell Ravenheart Award for Best Fantasy Cover Art (2010)",,Fantasy,Best Served Cold
4.15,"34,613",0064401480,Betty MacDonald,,,HarperCollins,793,,,1947,Childrens,Mrs. Piggle-Wiggle
4.19,"30,322",1416903445,Tamora Pierce,,,Simon Pulse,474,,,January 1st 1993,Fantasy,"Wolf-Speaker (Immortals, #2)"
4.04,"27,840",0345478169,Laurell K. Hamilton,,,Ballantine Books,520,,,March 1st 2002,Fantasy,A Caress of Twilight
3.72,"19,761",0060837640,Meg Cabot,,,Harper Teen,"1,158",,,January 1st 2007,Young Adult,Jinx
4.07,"24,987",1465341889,Aleatha Romig,,,Xlibris Corporation,"4,174",,,August 3rd 2011,Dark,Consequences
3.99,"9,029",0679731210,Giuseppe Tomasi di Lampedusa,,,Pantheon,682,,,1957,Fiction,Il Gattopardo
4.08,"4,647",1903809509,John Barth,,,Atlantic Books (UK),252,,,1960,Fiction,The Sot-Weed Factor
4.30,"68,285",0451458923,Jim Butcher,,,Roc,"2,125","Chicago, Illinois",,September 1st 2002,Fantasy,Summer Knight
3.68,"24,593",0452287898,Marisa de los Santos,,,Plume,"3,636",,,December 29th 2005,Fiction,Love Walked In
3.89,"63,823",0060566221,Lemony Snicket,,,HarperCollins Publishers,"1,024",,,2001,Fiction,The Vile Village
3.66,"68,275",0743454553,Jodi Picoult,,,Washington Square Press,"3,224",,,2005,Fiction,Vanishing Acts
4.05,"32,561",0060765240,James Rollins,,,Avon,982,Vatican City,Barry Award Nominee for Best Thriller (2006),April 1st 2005,Thriller,Map of Bones
